label,chatName,segment
non-predator,d76b9aae1a4b1a9294c7f77a0206cdcd,horny hi asl yh u 21 f china 18 m uk u horny do u like Chinese girl with black long hair? yh i love asian girls u gt cam or pics what s the meaning wat u wana go on cam nd i will nd we cud have fun tits for dick u there or tits nd pussy for cock u gt cam u there hello
non-predator,33d18b6c41936c7d83db55edce7ab4c3,hiya asl? if u male don't talk with me 15 m indonesia u?
non-predator,398b485d7b02d44a4b27ad07f477b757,hi hi asl asl 16 f u? 18 m where are you from?? cool sweden u? australia ok can we i see u on facebook if you don't mind?? i mind can i see u on facebook if you don't mind?? i do minde really?? may i know the reason?? i dont know enything about u ok...ask me whatever u wanna ask......or lets play truths
non-predator,a19901c176d8ea9f71da4840c1923781,changes: hixie: Remove document.async and restrict document.load to createDocument() documents. (whatwg r5285) <http://lists.w3.org/Archives/Public/public-html-diffs/2010Aug/0104.html>
non-predator,20ef717331f95c128a5e3eebb061e7b6,"hi, im 10 years old. whats your name? and how old are you? :) i smell bacon i've had you before, you said i smell bacon? and then i said how so? and you left me hi little boy, my name is patrick starfish, i live in bikini bottom, under a rock, and i dont really know how old i am like 5 minutes ago hahaha and no u have not had me, there are many ppl doing this to find out other ppl from a website wanna know my real name sureeeeee GUESS WAT IT IS FUNNYJUNK umm umm yes funny junk? thats ur name why no thats the websites name ur stupid my name is patrick starfish byeeeeeeeeeee."
non-predator,aec546b7d612bf8a45331b4be3c520b1,"welcome to ""whose line is it anyway?"" the show where everything's made up and the ponts don't matter. this game is all questions.... who are you? HEYY"
non-predator,887971d0f015c6b6e86485871e4ffffb,"hi asl? :) Male here haha guy nice :) I'm female like i said haha, you :) age? shweet 19 how old are youuu I'm 15 where are you from? :) austraalia land down under haha aussie!!! haha have you ever touched a Koala? -.- sorry hhaha no and i dont ride kangaroos to school either I'm weird :D or work or anywhere neither do I no your not.. it's a stereotype haha and I don't live in igloos where are you from? I know. Lol Iceland/Denmark epic yeah, I'm from 2 countries. How cool is that? Pretty maddd And no, I don't have a polar bear as a pet yeah. extremely badass so why are you oon omegle? haha you know.. cause I'm bored :D and you? i'm at work annnddd truthfully.. i was looking foor some fun but i have no webcam so i was like i'll just talk to people haha lol. I'm going to work soon. Thanks for reminding me no, I don't have webcam either. Or I do. But it's like broken or something like that yeah, talking is hot hahaha totally gets me all aroused and shit (Y) haha i could just watch some porn but naaah haha, same here :D talking is onturning. at work? haha yoyeah my boss just fucks off and i just chill here lol i work in an office haha that seems nice ohhh, awesome! ;) I work at a hospital and you're 15? yes haha fair enough sooo wanna talk :P haha lol, it's like a shop downstairs. You know.. all the sick people come down to buy shit yeah ;) horny? always haha how big are your tits? do you want it in cm? HAHA average no cup size haha how many times you been fucked? c 1 once? wow you'd b very tight :P okay.. 0 -.- you don't know what that means do you? haha what what means? you kinda confuse me"
non-predator,3807a191aa42bf309412f207b5ff5652,what's the least-shit windows ftp client? ? hello anyone knows whats mental masterbation? i read it on a few pages wtf wrong chanell lol nevermind :)
non-predator,c85d1763975b167af1788737dff8b718,anyone up ? no i have a moto i reflashed back to moto firmware and it keeps on dropping the connection when i try to flash and even why i aint
non-predator,a2b2bb01d293fc40fb8f81fb453728c4,"hello Hello, my name is Bond, James Bond heck out this cool website! http://lockerz.uk.cm/ You get points and free stuff just for logging in daily and watching videos! Don't miss your chance!"
non-predator,4feb0324f44d05522aeb0bb37224533b,"Hihi You're awesome, don't forget it! :D Have a good one!!"
non-predator,08f1b21f60dead5900e03438d2d0311a,annevk: so document.contains(document) would be false I guess that is ok
non-predator,a99a88fc7a0f04dd8a6f82d4a7453d2a,hey asl hi asl 21.m.usa u ? who is that not me 19 f dk u single u like usa? i dont like it here to cold yea lol sorta wanna come live with me? he leaves 3 week a month i have little moneys would u let me fuck you? like in exchange for staying with me you mut be giant to reach from theere ha ha ha ha hahah if u came to stay with me if you wanted to i guess sure you have real job ??? how many have u fucked yup i earn 165000 usd a year not truckdriver go from france to germany no lol im an investment banker every month hmm how many have u had sex with you must be popular too 3 i am lol well 3.5 do u do anal i think it would hurt ok how often would i get to fuck you in exchange for living with me ??? whenever condom or no i take the pills what state u live so no ny near new york city ohh u go to new york alot yes i work there u take het subway mmhmm ?? i do take it i always wanted to know what it would be like in a train underground seems scary its not so how do i become citezen of amerrica if i live with you i hear they arrest forieners there well there are a few ways i dnt want to go to pison i wouldnt let that happen to u but i would fuck u ok every day sound fun u big ??? 20cm wow ;0 hehe can u handle ? not sure i like to try :) hehe you sound fun i try to be ive fucked a few more girls than u have guys lol hope thats ok um i dont know the english words for it but do u licking? i like that i love it lol me too id love to give u oral k that is good do u swallow y es Spitters er quitters i like doing that and in the breasts i like to osee your cock inthe middle you like that?
non-predator,e4a6935e8a506265cf612436130f09c3,[http://twitter.com/ohiscot13] lets stop occupying please so we can work this out- calmly - mubers and letts ABC to Z - backwards wit hcards if needs be -
non-predator,808fe4a00a74f8aef0b652c8a2cb6a24,8fc019e59244da41feafed752bc36331: See also my recent message to uf-discuss (towards the tail end of April IIRC) about CC-BY-ND encumbrances for XFN and XMDP. ... which is still unresolved. ta 5832a673ae3016d62e5f4af031067e74 ;)
non-predator,c27316fb73ded1e9b32c1acb8fe4a33f,hi .. 21/m.. wanna have a sex chat ?? hello my horny friensd
non-predator,86fb7a432703ac168f225fd475dc7258,Never gonna give you up! madarchod so sweet gandu will u type
non-predator,3a959b5cab93c5bc8842dd3bcf3d99af,"bugmail: ""[Bug 9898] The Decision Policy (as applied) is ineffective at getting closure on ISSUEs"" (4 messages in thread) <http://lists.w3.org/Archives/Public/public-html-bugzilla/2010Jun/0187.html>"
non-predator,2524ab5ac47a1498d1b997a78b7e8cda,planet: How to write backwards compatible HTML5 ? <http://stackoverflow.com/questions/2674655/how-to-write-backwards-compatible-html5>
non-predator,3138cc42fdb709b1254a3db533bc71af,"channel #html-wg is 'Pursuing conformance solutions for the N-body gravitational system known as ""the Web"", and in general, collectively performing various acts of unparalleled hubris (This channel is logged: http://krijnhoetmer.nl/irc-logs/)' by MikeSmith on Thu Jun 18 06:02:08"
non-predator,b6779aca1cb765ebe57b0d8fc08a4eae,"changes: hixie: Based on feedback about videos on links, give up on giving videos activation behaviours. Clean up some conformance criteria in the canvas lines section. (whatwg r3642) <http://lists.w3.org/Archives/Public/public-html-diffs/2009Aug/0173.html> ** hixie: Rearrange the text-level semantics section to be in a more useful order. (whatwg r3641) <http://lists.w3.org/Archives/Public/public-html-diffs/2009Aug/0172.html> ** ""hixie: Fix mi"
non-predator,ae9e29fa2ebb66df0413e8b66f2c7ea4,"damn, i should be punished for oracle abuse today :) sending a SMS message from Oracle with a simple insert-statement... that is pure abuse haha yeah a native gui browser ;-) oops i wouldn't call utl_http a gui browser.. but hey... it can be used as A browser :)"
non-predator,e30e97e0040ae5e6d40eae4795bfe5cf,hi m r f??? f and hey cool you?>\ frm??? i m frm canada my name s alferd nice i love canada california for me ??? thats where im from k ur name??? Vee m.f? -/ */ male you horny lol jkjjk not so much bt let it b i was kidding ppl have been asking me that for a while no pblm tats k i just couldnt resist u wana m 2 talk horny??/ k i said na tats cool huh?\ k ur age??? 17 u had facebook acc. you? yeah yah i have it with wat name t has??/ Vee Tanner k i m sending d request add me kk u got it???/ hey imma go now and i think so but txt me 720 620 9135 k dis s ur cell no.?? yeah
non-predator,4346714951fc4f9cfb71b2d0789545a2,"cc097e0d7183ae8436e7df709553c8c0, isn't scope=col already implied? it already works for my tables for instance... (which don't have scope=col) edb259c0e0038f38bb200bc20c8cbf7e: not with the smart colspan algorithm if you have headers lower down with the same colspan as the one in thead hmm, I thought leading spaces were not allowed currently for integer values (such as tabindex=)? looks through the validator tests is looking through*, even ""A string is a valid integer if it consists of one of more characters in the range U+0030 DIGIT ZERO (0) to U+0039 DIGIT NINE (9), optionally prefixed with a U+002D HYPHEN-MINUS (""-"") character."" indeed can anyone suggest a collective term for errors that caused validation to end up in an indeterminate state due to problems outside the checked document (validator bugs, IO failures, unusable schemas)? ""internal error""? or well, doesn't have to be internal cc097e0d7183ae8436e7df709553c8c0: I considered that, but a bogus outside schema isn't exactly internal cc097e0d7183ae8436e7df709553c8c0: neither is outside server failure indeed can't you distinguish between them? edb259c0e0038f38bb200bc20c8cbf7e: I'm tring to come up with a forward-compatible format that has a two-level taxonomy of messages edb259c0e0038f38bb200bc20c8cbf7e: with the assumption that the higher level doesn't need to change but the detailed level can change without breaking clients so that I'd have ""informative"", ""document error"" and ""not-document error"" as the frozen high level and I could introduce a new error type as a subtype with legacy clients still able to figure out the rough category of the new error the semantics being: no document nor non-document errors: valid no non-document errors but one or more document errors: invalid one or more non-document errors: indeterminate does that make sense or am on the side of astronautics? makes sense ""non-document"" seems like a good term also it would be useful to know though if my schema is bogus for instance is the person who did <event-source> for WebKit around? edb259c0e0038f38bb200bc20c8cbf7e: that would be <non-document type='schema'> there's http://tc.labs.opera.com/html/event-source/ and http://tc.labs.opera.com/html/parsing/event-source/ basically, I want to do a native XML format and a native JSON format in a forward-compatible way and say that I reserve the right to break HTML/XHTML/text scraping at whim without notice"
non-predator,27a800238efa71b859c652498ebbae0a,nick venkailver hello dudes is some one free or have time to chat with me woops adminhelp
non-predator,50931d629c5ef9f46e89d4d01b37b5f5,hali: kewl! happiness i like how they portrai swedish alcohol consumption... mixed with everything from a plastic can :)
non-predator,fc060cb15c4c7d178078d18a20796dd9,hi 12 horny girls here yea nice all naked? yea can show webcam? no web cam got any way to make me cum pls yea we can send pic ok send me pls to what my email <email/> okay brb one the girl kissing each other take photo of that? okay can send me some photos 1st? okay
non-predator,a1d5187db9fd507b0cbbd82d93a617d7,"a11aabeeceeae6b8cb5d12ea06b56554: Why do you want an SVG editor that produces sane markup? Just treat the output as an opaque blob of data, the same as if it were PNG shrugs"
non-predator,4d721e307776f5c5520ce2a024e88426,"How long does it take for an e-mail to reach the W3C database? e3fb62ebfa4f36acf5cbff6a6ed0f2e0, not long at all I thought, what list? e.g. http://www.w3.org/mid/op.ucv5axjp64w2qv e3fb62ebfa4f36acf5cbff6a6ed0f2e0vk-t60.oslo.opera.com was e-mailed a few days ago and is in the archives, just not in the message database it seems I vaguely remember that being instant before"
non-predator,6b918a27dbf04624488d2687b2666e9d,"fuckin magnet, how do they work? b0000bies ! OMG, i dont know ."
non-predator,70ecb132bdabb5983db5cf5fe4140ac5,M or f? ?_? ?_? Nice specs ?_? Although gets a little boring after a while ?_? Yawn ?_? Yawn Yawn Yawn Yawn ?_? ?_??_? ?_??_??_? ?_??_??_??_? Yawn ?_? Yawn
non-predator,0850f4389cd7fc05f52194937e9519ae,Want to make me do naughty things to myself? hi asl?
non-predator,6f963daba8d6b0e42fb02e93170b7e46,"bugmail: [Bug 9228] New: The i and b elements should not be included. Fundamentally they are visual markup elements and that should be accomplished in CSS, not using element. <http://lists.w3.org/Archives/Public/public-html-bugzilla/2010Mar/0116.html>"
non-predator,6a6d56db80a02fbaa47245bbc92901a1,"8276c305beb1ebf1529fb8592cb24083, yt? f139aba52f9fa1394b4034a7954b2220: yes"
non-predator,2f2ffaa3b1b6243c71b764efa907ad39,"hi everyone! MarcoZ, can you do a mochitest and send me mochitest.log ? that would help me a lot I am tracing a bug and I get non-deterministic results surkov, hi! aleiva: hello heads to office hi, davidb hi surkov, hi! I'm walking in rain surkov, can you tell me how do you invoke mochitests? what command python runtests.py --a11y ok, thanks askalski: What kind of indeterministic results do you get? well, first, the outputs differs a lot, I'll post you just headers to give you a scale of problem 8296 INFO TEST-START | Shutdown 8297 INFO Passed: 3256 8298 INFO Failed: 150923 8299 INFO Todo: 10 8300 INFO SimpleTest FINISHED and 22757 INFO TEST-START | Shutdown 22758 INFO Passed: 21002 22759 INFO Failed: 5 22760 INFO Todo: 1167 22761 INFO SimpleTest FINISHED even numbers don't match! same compilation, same machine, same command... of course as you can se the latter is over twice as long as the former third test gave similar results as the second btw, these 5 failures are probably introduced by patch I work on but the problem occurs regularly I need to do something with that surkov, the command you gave me hangs at my computer, while make -C objdir mochitest-a11y works any idea? MarcoZ, any cules? askalski: First, the second and third runs sound about right. The first run sounds like Firefox crashed while executing the tests. askalski: I use a command like this to do an automated, unattended, test run: python ff-optimized-release/_tests/testing/mochitest/runtests.py --a11y --close-when-done --log-file=""mochitest.log"" --autorun --console-level=ERROR askalski: The first part is the name of my objdir. MarcoZ, sounds reasonable, but tbsaunde|afk told me yesterday that we even dont have that number of tests We do. askalski: So the round 21,000 tests and the 1166 to-dos sound about right to me. MarcoZ, ok, second thing - the python command hangs before first test. the application is displayed but do not follow the script. tried twice askalski: If in doubt, always check tbpl.mozilla.org, grab any of the builds that run the a11y tests, and check the numbers in the log file yourself. askalski: Have you used my command line? That auto-runs the tests and then exits that instance of Firefox. MarcoZ, trying it in 1 min askalski: OK! I'll post results in a moment MarcoZ, the first run went fine, I'll do another two MarcoZ, just for sure askalski: Fine! Hi davidb! o, hi David! hi hi Folks, we seem to have at least one successful opt build run on projects/accessibility for Mac OS X, and I'm waiting for the first nightly build with mac a11y enabled to come out of that branch, too. great MarcoZ: did you land your patch? davidb: I did. groovy davidb: Modified the Mac-universal mozconfig to include accessibility for nightly and on-change builds only. davidb: For a start. nods davidb: And I also know where to modify the configure.in file to turn on accessibility for Mac permanently for all kinds of configs. powerful Nick Thomas was so kind as to point me to the right spots. MarcoZ, two in a row OK. now I run on a clean build. I honestly don't know what's the difference :/ I mean why it sometimes works and others not askalski: are you talking about tests? with have some non determinism yes, the bug I am working on is all about tests is this non-determinism planned? no davidb, any clues when/where it comes from? askalski: depends on the failure davidb, ok, so there has been some investigation, right? any bug numbers? askalski: timing can be an issue I suppose, if the system is doing some cleanup or something. askalski: we call them oranges 1 min ok askalski: here's the super set https://bugzilla.mozilla.org/buglist.cgi?quicksearch=orange%20test&list_id=2158027 askalski: http://bit.ly/A6dkRt meta bug 518190 Bug https://bugzilla.mozilla.org/show_bug.cgi?id=518190 nor, --, ---, nobody, NEW, [meta] intermittent a11y test failures davidb, ok, wow, I see you're working on it not currently actively but i don't like them. neither. davidb, ok. I write a python script to compare test outputs so I can trace newly introduced errors faster (diff is not that useful) and once I finish with the bug, I can take a closer look on that I usually just try to get a clean run (but not on mac) surkov: wanna start? davidb: Well not long and we should be able to run the tests on Mac just the same. yes davidb: yep"
non-predator,b2a1ccac2b3c3d367e12523e32c400c5,hi Hey asl m or f 22 m holland you 21 f england ok nice:P wats your name? Maria u? oscar everything alrigt? Horny? yes:$ you? Very msn? <email/> i wil do anything;) i have cam get a life you ugly fucker @hotmail.com hahaha
non-predator,3865d789786bc774366da8cf05138a76,hi Bitch its none of your business my asl Faggot fuck Dont hi me bitch
non-predator,70cc115ae3c5df497b4a04e4ad40f208,hi hi how are you? asl? fine you? 16 f taiwan and you? good wow..17 male italy nice to meet you :) whats your name? paolo yours? Rose nice name!nice to mee to you 2!!rose.. meet you too.. haha do you have msn? yes i have! can you give me? ok!<email/> thanks :) are you online?
non-predator,2244dca8feffeaa3d09b0b3864276ce1,Stranger is typing... boy ? Stranger is typing... ? flikker dood
non-predator,16c1cd65f58f0f510aa926ca66fae5ac,Hey wotsup? 19 m uk here horny as fuck in2 guys and girls!!! Asl?? heyy im a 16 year old gay male Klkl :-) where u frm? Wot u up2? are you gay or straightt Bi m8 ?? oh well im relalllly horny you? Same!!!! Where u frm? USA how big are youuu Klkl how bigs ur dick?? ;-) 8' n thick u? hahahhaha you first im prolly smaller than you anyways hahahaha im 6 and thick but im only 16 haha so i have time to grow ll Awesome u hard? lol hahah yeppp :) you? Rock hard ;) hahhaahah niceeee so what are you intooo Wot u done with guys? Anything reli u? well im a virgin still for guys but ive fucked girls hahah but ive gotten to 3rd base with guys you? ?? hellloo?
non-predator,90570c4f773e2d8a22b0ea5139c57822,Do you have boobs? One word to describe you genitals? and yes i have boobs
